,K,L,w
0,1.1398162822619353,1.5120011907556286,8.141544873299539
1,2.075303701678431,2.7529538899815917,14.82359786913165
2,3.3567033988372366,4.452769814784089,23.976452848837404
3,0.25947157610825633,0.34419698871503396,1.8533684007732596
4,2.7583230779706063,3.6590000013895803,19.702307699790047
5,1.7651644680805396,2.3415447025558183,12.608317629146713
6,2.4423477471812154,3.2398490523832457,17.4453410512944
7,1.8239861248902725,2.419573430976892,13.028472320644804
8,1.49659665914996,1.9852812825458652,10.689976136785429
9,2.199615241399642,2.9178569528770764,15.711537438568872
10,2.365934143417431,3.138484067798633,16.899529595838793
11,1.2740936930555078,1.690124286706286,9.10066923611077
12,1.9979967352958934,2.650403832535369,14.271405252113524
13,1.151020848202021,1.5268643904720687,8.221577487157292
14,1.9718720276116009,2.6157486080562053,14.084800197225722
15,2.616662832266905,3.471083348925486,18.690448801906463
16,2.9338862860885486,3.891889971341953,20.95633061491821
17,1.4903277938137638,1.9769654407733603,10.64519852724117
18,1.4172361090414776,1.8800070834223686,10.123115064581985
19,2.9236931004348614,3.878368398536041,20.883522145963298
20,2.728076461611321,3.618876938872161,19.486260440080866
21,1.0391346540696678,1.3784439288679267,7.422390386211912
22,2.5087292142365882,3.327906100517924,17.919494387404203
23,1.5301778193854014,2.0298277195928796,10.929841567038583
24,2.5642506100694438,3.4015569317247727,18.316075786210313
25,2.829405285571915,3.7532927257586626,20.210037754085107
26,1.4705448320824401,1.9507227364358901,10.503891657731716
27,1.3802336107304758,1.8309221366832842,9.858811505217684
28,2.028330422463681,2.6906423971456994,14.48807444616915
29,1.530522002033487,2.0302842884117687,10.932300014524909
30,2.2673745376721195,3.00774173364669,16.195532411943713
31,1.5752318255212414,2.0895932379363407,11.251655896580296
32,1.8817653759275301,2.4962193762303975,13.441181256625217
33,1.8593922227641422,2.4665407036667197,13.281373019743874
34,3.345232038225481,4.437552703768495,23.894514558753436
35,2.7858340508117605,3.695494149036009,19.89881464865543
36,1.5059430321241185,1.9976795324095453,10.756735943743704
37,1.6695419746723765,2.214698537830704,11.925299819088405
38,1.41269278176217,1.8739802207049192,10.090662726872642
39,1.292733641124784,1.7148507484308362,9.233811722319887
40,2.2424736429402725,2.9747099345126067,16.017668878144804
41,3.1275829438304283,4.148834517326079,22.339878170217347
42,1.199483206914627,1.5911511928459336,8.567737192247336
43,1.5789662420868835,2.0945470558295396,11.278330300620597
44,3.1016657384016906,4.114454550941018,22.15475527429779
45,2.512032461601542,3.3322879592673518,17.943089011439586
46,3.029141276765839,4.018248632444481,21.63672340547028
47,2.136821810540889,2.8345595445950567,15.263012932434922
48,0.5192058894301068,0.6887425063868765,3.7086134959293346
49,2.1613949862753317,2.8671566144468685,15.438535616252368
50,1.187364463479856,1.575075308697768,8.481174739141828
51,2.6252804294363883,3.4825148553748013,18.752003067402775
52,1.5673783167789557,2.079175318176166,11.19555940556397
53,1.5337433777164462,2.034557541868755,10.95530984083176
54,2.1969119009856937,2.914270889062655,15.692227864183527
55,2.6420644305964998,3.504779346709643,18.871888789975
56,2.4015514549719637,3.1857315219015847,17.153938964085455
57,2.017798719864269,2.6766717712485204,14.412847999030493
58,2.3655228288445236,3.1379384464264093,16.89659163460374
59,1.5341512863233688,2.0350986451228366,10.95822347373835
60,1.555552298409417,2.0634877427880025,11.111087845781551
61,3.072424977813577,4.075665786895562,21.94589269866841
62,0.7247402628552838,0.961390144603948,5.176716163252028
63,2.2695539157785625,3.010632745420543,16.211099398418305
64,3.0528861245956054,4.049746899973763,21.806329461397183
65,2.7001301001357625,3.581805234873971,19.286643572398305
66,2.5386559950134293,3.3676048913443455,18.133257107238784
67,2.162616289258625,2.868776710241033,15.447259208990179
68,1.5856580651446437,2.103423963967385,11.326129036747457
69,2.453409992623596,3.2545234596027295,17.524357090168543
70,1.982795332042056,2.6302387057700747,14.1628238003004
71,2.7200040617935675,3.6081686533996304,19.428600441382624
72,1.6638262412965918,2.2071164425362952,11.884473152118513
73,2.418753889811976,3.2085510783220093,17.27681349865697
74,1.7982045460398264,2.38537337739977,12.84431818599876
75,2.5552867083192714,3.3896660416480136,18.252047916566227
76,1.8395385787925906,2.440204237173845,13.139561277089935
77,1.6074859014457705,2.1323792570199,11.482042153184075
78,1.8110054177751806,2.402354125620138,12.935752984108435
79,1.7920858372532678,2.3772567228869876,12.800613123237627
80,3.0487766213321663,4.044295518093691,21.776975866658333
