,K,L,w
0,2,2,13.205340298793551
1,2,2,13.29739089561226
2,4,2,17.44961010776272
3,4,4,24.278476733304466
4,2,3,15.878129292253185
5,2,2,13.181186835992124
6,2,3,16.592799905463767
7,2,2,14.413370483265645
8,2,3,15.57496336158332
9,3,1,11.892428909846238
10,3,3,19.245090217237816
11,3,2,14.606101919020668
12,3,1,11.697236060374067
13,3,2,14.720927545324637
14,2,2,12.008936041569697
15,3,3,18.126104136795043
16,0,0,3.0247895114013463
17,4,2,17.832025822725416
18,2,3,16.538286696456865
19,5,3,23.108516506232384
20,4,3,21.065735827416464
21,2,2,13.147436628028633
22,4,3,21.28546454986992
23,5,2,20.346062185165504
24,3,2,15.369177393993196
25,3,2,15.380285559010565
26,5,2,19.60083908770615
27,4,3,21.03432746346987
28,5,3,23.319246477910085
29,2,2,14.119432290951435
30,1,1,7.833517691394567
31,1,1,8.034105630292784
32,5,2,20.239389854259827
33,4,3,20.801141901710544
34,1,1,6.988094833326414
35,1,2,9.512918216451087
36,1,1,7.032699801380241
37,2,3,15.620976436504233
38,2,3,16.50115130689262
39,4,2,17.129623392560585
40,3,3,18.750187309028476
41,2,2,12.85035877543468
42,4,2,17.92685698954258
43,3,1,11.801083643055268
44,3,3,18.749324455396746
45,2,3,16.622177769273293
46,4,3,21.170679353651778
47,3,3,18.70524229229693
48,3,3,18.806127068082393
49,2,3,16.744679268879747
50,2,2,13.902798868702808
51,6,3,25.672449262207586
52,5,2,20.062588192358756
53,3,3,18.84001121200843
54,1,2,10.951830633346422
55,4,2,17.167033509730853
56,3,3,18.49762366115579
57,2,3,15.744968414829088
58,5,2,19.506779689168496
59,3,3,18.87896381651512
60,2,3,16.657836799125093
61,2,3,15.915705067928965
62,3,2,15.35338804888833
63,2,3,16.421543796849747
64,2,2,13.702323250296455
65,4,2,17.500934143278677
66,4,4,24.72325353731174
67,3,1,11.682525759240466
68,2,1,9.165608808523054
69,3,3,18.64663943910905
70,2,1,9.284988232920501
71,2,3,16.643450728418305
72,2,2,12.227740310714482
73,4,3,21.176921488467677
74,2,2,13.982238316253955
75,4,3,20.85787405138894
76,3,3,18.827762311630252
77,2,3,16.349802367613087
78,5,2,20.484089028588357
79,2,2,14.023400887535248
80,0,0,5.42423204044451
81,2,2,13.422449563254984
82,2,2,12.928342391574411
83,4,4,24.319208116814686
84,0,0,4.736965285438675
85,1,2,10.670910855656961
86,2,2,12.561789969861941
87,4,3,21.094835305823803
88,1,1,7.2115329646589155
89,3,4,22.79615134661619
90,4,4,24.56697639113375
91,2,2,12.899974855331003
92,2,2,13.769918346801845
93,5,4,27.021762274092232
94,4,2,17.459117929247313
95,5,5,30.09415714442251
96,3,2,14.975499641996587
97,4,3,21.38710529862613
98,2,3,16.197299037081144
99,2,2,14.206680059364327
100,3,2,14.953762906610578
101,2,2,13.392731460248978
102,5,2,19.798099629670528
103,2,2,12.345828799953594
104,2,2,13.009401654519452
105,1,2,9.5929865838036
106,4,3,20.85537165785796
107,2,1,9.497723953339069
108,3,3,18.10275853669166
109,2,1,8.907360687530707
110,1,1,6.281913751895074
111,2,3,15.9933796627612
112,5,2,20.201116846060636
113,3,3,18.22445631436773
114,2,2,14.108672723302828
115,1,1,7.8828537048476965
116,1,1,6.602366820513781
117,2,2,13.000582910695584
118,3,2,15.30731271410656
119,2,3,16.101662262730123
120,3,1,11.003880019754963
121,3,2,14.647038925965244
122,2,2,12.986298222916488
123,1,1,8.094603275372624
124,3,2,14.724725401371536
125,2,3,16.797756923471468
126,3,3,18.00594893437972
127,1,2,10.022927472107177
128,0,0,4.3463536248530374
129,1,1,6.434320482228809
130,3,2,14.547307455670143
131,4,3,21.087477052337004
132,3,1,11.573239034495991
133,3,3,19.244056938074745
134,2,2,14.105508843695699
135,2,2,14.475220678221152
136,1,1,6.133064904949114
137,3,4,22.158173922017454
138,3,2,15.083427884274412
139,1,1,6.539289178561351
140,5,2,20.012845383141492
141,2,2,12.07809077640896
142,4,2,17.52409076639614
143,4,4,25.210087086554502
144,4,3,20.799140163642825
145,2,1,9.04408945667909
146,3,3,18.406489458717978
147,4,5,28.292458389469253
148,2,2,13.223576017125323
149,2,2,12.435359634405568
150,3,1,11.576179536723
151,1,1,7.649895162902126
152,4,2,17.41082390878321
153,3,2,14.618150129063551
154,3,4,21.88054847841453
155,3,2,14.77972712977167
156,2,2,12.025265385708343
157,2,2,14.146439495097958
158,4,3,21.1484037060294
159,0,0,2.312804264910506
160,2,1,9.3235830036838
161,0,0,4.779227406900578
162,2,2,13.347843718933952
163,0,0,5.074643123518335
164,4,3,21.04749117722134
165,3,3,18.056127286060082
166,5,2,20.025953189424147
167,3,2,15.398606906776337
168,3,2,14.83168982740859
169,2,3,16.480200643783117
170,2,3,16.389044377132738
171,2,3,16.414664200127294
172,3,4,22.46282115374783
173,2,3,16.33972107118875
174,4,3,21.200778999657732
175,5,2,19.887174169115514
176,2,2,12.647754521125957
177,2,3,16.78753092705835
178,1,2,10.460139688351692
179,3,3,18.568154508436358
180,3,3,18.879650602410322
181,2,2,12.197398797330244
182,3,2,15.28879508489841
183,3,1,11.518009951710154
184,2,2,12.575383951418912
185,2,2,13.246259281642475
186,3,2,15.228495428335528
187,3,2,15.133062505437522
188,5,3,23.613713262834324
189,1,2,9.714059589730553
190,4,4,24.876332313546783
191,3,3,18.693708688386867
192,1,1,6.0851491570687575
193,1,2,10.387897705761926
194,4,2,17.009218286847286
195,3,3,19.296389567580803
196,1,2,10.64021948280725
197,5,3,23.341628680406142
198,4,4,24.05695552365065
199,2,2,13.460666352420873
200,3,2,14.876711168307887
201,4,4,24.72498327310082
202,1,1,8.181165423570206
203,4,4,24.436271108452004
204,3,2,15.356838050238782
205,2,1,9.251106658467132
206,2,2,14.072236609227119
207,4,2,17.304723366197255
208,3,3,19.082094588880167
209,2,2,12.15633560308619
210,2,2,14.00187868645931
211,2,3,16.4769593788873
212,3,2,15.353458006898416
213,4,4,24.181281511533378
214,3,2,14.513358079591402
215,2,2,14.370802172761149
216,4,2,17.72965874296481
217,3,3,18.88774466747208
218,4,2,17.164666787836765
219,4,2,17.3560996230632
220,4,3,20.75670655306453
221,3,1,11.31123141934045
222,1,1,7.647702176388565
223,2,2,12.087429969818114
224,2,3,16.22373645339247
225,2,2,13.711110718049918
226,3,2,15.032120603929418
227,2,3,15.586464027003167
228,2,2,14.321663309511683
229,3,3,18.194836065061637
230,3,1,11.081243145700048
231,2,2,12.572710505639192
232,3,2,14.686233768349759
233,3,4,21.586155029988454
234,2,2,12.71269546313364
235,1,1,7.990455744302527
236,3,1,11.365863501780144
237,3,2,15.186540575138505
238,3,3,19.431881576345766
239,2,2,13.265486464761965
240,3,3,18.65421908052883
241,2,3,16.601901198921894
242,3,2,15.089586497187332
243,4,4,25.364783835046314
244,2,1,8.937877613330176
245,2,3,16.260189213698435
246,1,1,6.158116960507968
247,4,3,21.080345579813212
248,2,3,15.657112943524382
249,2,2,13.165876797339706
250,2,2,12.04439444925914
251,3,2,14.64769829056272
252,4,3,20.66917431654083
253,5,2,19.934720401022222
254,3,3,19.032158750870437
255,4,3,20.718568321906858
256,3,2,15.024774826156039
257,3,3,18.637261448807198
258,3,3,19.074974754536314
259,3,1,11.606108989443833
260,2,3,15.951992909163568
261,3,3,18.223524174867777
262,3,4,22.751386562867403
263,4,2,17.34985189075256
264,5,2,20.241288548630685
265,2,2,14.114322370455284
266,2,1,9.155669251876976
267,4,2,17.956604934838825
268,2,2,14.126028018590288
269,2,2,14.027564889314323
270,1,2,9.753105243333685
271,3,4,22.88010390987977
272,2,2,12.054850512682838
273,3,1,11.84010952496567
274,2,3,16.904942165027045
275,3,2,15.244305524276847
276,2,2,12.195936181499736
277,2,3,15.602572815541071
278,2,3,16.339899461316072
279,4,3,20.76315832527579
280,5,3,23.008633119045776
281,3,1,11.161171386164616
282,2,2,14.023756019263873
283,4,2,17.593103949507753
284,2,2,13.527646760111818
285,1,2,10.088526973911852
286,1,2,10.423178131545166
287,4,2,17.24261861341162
288,1,2,10.961043945103379
289,3,1,11.048706997429843
290,2,3,16.48310730411068
291,2,3,15.813620436220623
292,0,0,4.11086487572247
293,6,3,26.068120403163576
