,K,L,w
0,10,11,64.09395514769163
1,10,14,74.44118362472759
2,10,14,74.88850187040264
3,11,12,69.77068296271892
4,10,11,63.5859339578665
5,11,12,70.4023120422551
6,11,12,70.28401291401
7,8,12,62.01284201667434
8,11,11,66.42339812871198
9,9,14,71.76252572937466
10,11,13,73.60155237249727
11,10,13,70.53088777128401
12,11,11,66.7423170345338
13,10,12,67.3092993485842
14,8,12,62.786424312587094
15,10,13,70.55485696383525
16,10,12,67.7871156530561
17,8,15,72.77849909281014
18,8,11,59.23964891982385
19,10,14,74.28867703559669
20,11,12,70.28015716389643
21,9,13,68.1192702922494
22,11,13,73.13793967365164
23,11,12,70.24946793634129
24,11,12,70.14527080249987
25,9,12,64.90591725497332
26,10,12,67.7566240298931
27,8,12,62.09872619904031
28,11,12,70.47861256589144
29,9,14,71.99919407540605
30,11,12,69.76299296487764
31,11,12,70.19421331144355
32,9,13,68.3247988681881
33,12,13,75.55949618842362
34,8,15,72.86150847084552
35,10,11,63.88828096240637
36,11,12,70.21767030797123
37,11,11,66.48456231016887
38,10,14,74.20293228328632
39,12,12,72.05328783782396
40,11,13,73.94854581479937
41,9,13,68.918536792374
42,7,12,59.801531178361905
43,7,13,63.43137536807005
44,9,13,68.20459435280203
45,9,13,68.66732220739073
46,9,14,71.610685062923
47,8,13,65.96325658049052
48,9,13,68.75007686587045
49,12,12,72.47362429937617
50,8,15,72.87659189224605
51,12,14,79.49060695734741
52,10,15,77.81562638879446
53,10,12,67.5699121261552
54,10,12,67.72089908984991
55,8,11,59.40803064853381
56,9,13,68.80587629153348
57,12,13,75.84667627412152
58,12,12,72.23109979326561
59,12,13,76.38466179048577
60,10,13,70.76243028823768
61,7,13,63.319850283718836
62,10,12,67.05106107911944
63,11,12,69.63348488080837
64,9,14,71.88722361594264
65,7,13,63.15230798213131
66,10,14,74.53679607048787
67,9,16,78.67114765173316
68,10,14,74.49270494769215
69,13,15,85.32344337717551
70,10,11,64.43117948760934
71,9,13,68.9692829724759
72,10,14,74.04872518885186
73,11,12,70.2822477228589
74,10,11,63.883132193994946
75,10,11,64.15411537234688
76,9,12,64.88199898232655
77,8,15,72.85776073647975
78,8,15,72.90498054620032
79,11,13,73.47071254565417
80,10,16,81.32432099191654
81,10,12,67.09491318935532
82,9,16,78.78311743904794
83,8,15,72.91575114770096
84,10,14,74.61754973420749
85,11,13,73.14612456979316
86,10,11,63.947316803732896
87,12,13,75.84340273000566
88,7,12,59.73501063849129
89,9,11,61.877303677264464
90,10,12,67.74685714851364
91,10,13,71.39078035360752
92,12,14,79.89959974606612
93,11,11,66.24215284439126
94,9,13,68.38117050409103
95,9,14,71.58486632116514
96,10,13,70.75598328596057
97,10,15,77.81374561969056
98,11,13,73.12674270093525
99,11,13,73.24153306022109
100,10,12,67.37939263632954
101,11,13,73.29153302770966
102,8,12,62.30755109488927
103,11,13,73.6679055696511
104,11,11,66.27448861018608
105,11,13,73.14929939811343
106,11,14,76.68172109337152
107,9,11,61.180436120332274
108,11,12,69.8957348836403
109,9,13,68.71108366313986
110,8,15,72.8512517756456
111,11,12,69.9090447877099
112,11,13,73.38669841624564
113,10,12,67.56865167204086
114,8,14,69.24603385215428
115,9,13,68.32900587381563
116,12,12,72.2093850623475
117,10,13,71.21274587467352
118,10,12,67.65378323705819
119,10,13,70.80557745847028
120,12,14,79.10312944629648
121,10,15,77.71436689687476
122,8,13,65.75112552269837
123,12,13,76.49635504793397
124,10,14,74.9849754402399
125,9,11,61.591248626103976
126,11,12,70.40447485362895
127,10,14,74.07222455369683
128,9,15,75.28651560491194
129,9,12,64.59275822218284
130,8,14,69.24287879862808
131,10,12,67.2623211014965
132,9,13,68.84121180742652
133,8,15,72.56124648207188
134,9,12,64.6727622734789
135,11,13,73.03206065814821
136,11,14,76.52838358833381
137,11,11,66.2920742389128
138,10,12,67.47484843100861
139,9,13,68.42592472979324
140,9,13,68.2449790342457
141,10,14,74.51515722302163
142,9,12,65.17590393674438
143,10,13,71.04377357721857
144,9,11,61.7195982352892
145,10,11,64.1724582511512
146,10,11,64.46434180128233
147,7,11,56.20878821507699
148,9,11,61.80061767614926
149,9,14,71.89756374177169
150,9,15,75.25473590240571
151,11,12,70.46330774536627
152,9,15,75.06015376666785
153,10,13,70.99048622149952
154,10,12,67.83749197603174
155,11,11,66.89300311369782
156,12,13,75.72678413371399
157,8,11,59.0224847103578
158,11,12,70.37333808008576
159,11,11,66.22391638340756
160,10,14,74.07048812249883
161,8,15,72.95277944029098
162,9,13,68.66492692122274
163,9,14,71.57021870352453
164,9,12,65.01555296366985
165,12,12,72.39105024415095
166,10,13,70.61621887665561
167,12,13,75.89874642888331
168,10,11,64.20793005654004
169,9,13,68.79405001510429
170,12,12,72.39630671718847
171,11,15,80.00455176826317
172,10,11,64.25020287633623
173,10,13,71.31593186458323
174,9,13,68.14843779669341
175,10,13,70.95807303501408
176,9,12,64.80896350888138
177,8,12,62.772818596019
178,11,11,66.91422849187903
179,8,14,69.26651376501776
180,12,13,76.33214665757475
181,9,13,68.13635530566083
182,10,11,63.9557987302213
183,11,11,66.18772241112589
184,11,14,76.53137375523954
185,10,13,70.7215454107637
186,11,12,70.2724862426818
187,9,13,68.5924347305747
188,9,13,68.80670784831379
189,10,14,74.59182013671237
190,10,14,74.32025311007905
191,8,14,69.48829384929871
192,11,12,69.70924968187295
193,7,13,63.053261722056135
194,8,15,72.84828828293122
195,11,12,70.05175381425703
196,9,13,68.03040510464334
197,10,13,71.06474617002458
198,11,11,66.13601593742875
199,11,13,73.28397392332607
200,8,14,69.03818735789332
201,11,14,77.1551836024619
202,8,14,69.41508199893308
203,11,15,80.27741105902781
204,11,12,70.38677138707907
205,11,12,70.39072445662126
206,8,13,65.8061931338266
207,10,14,74.93521837253323
208,8,14,69.02941784988396
209,11,12,70.45988773769938
210,9,13,68.91466118639049
211,7,13,63.36537179637813
212,9,14,71.97180316170513
213,10,14,74.54128424448888
214,9,12,65.40068645882242
215,10,15,77.56233522041418
216,11,12,70.35460108458744
217,9,14,71.78221610895339
218,8,13,65.63578726750241
219,12,13,76.45144833585941
220,9,14,71.60893354581066
221,12,15,83.40603296147796
222,10,13,71.11437652731915
223,11,14,77.47441173998442
224,10,14,74.75704489905718
225,10,15,78.01828866712992
226,10,12,67.68812828650934
227,10,13,70.58858984406382
228,10,14,74.47551263565532
229,9,12,65.04468342947712
230,10,10,60.867399749456446
231,10,13,71.37714355889156
232,9,13,68.45947071269511
233,11,11,66.81308849283184
234,11,11,66.41973924412518
235,11,13,73.44705005154488
236,9,13,68.48061526829703
237,12,13,76.2011783446522
238,12,12,72.1868069915909
239,12,12,72.39663461250842
240,10,11,64.27102509280593
241,9,13,68.40885338387122
242,9,12,65.44303354851438
243,8,14,69.49744724191295
244,11,11,66.98007507747994
245,11,11,66.27660991606135
246,8,12,62.36526452488378
247,10,13,70.50964241511761
248,10,12,67.93957476795296
249,9,12,65.2650955553994
250,9,14,71.84152419947732
251,11,12,69.62027475542318
252,11,11,66.97995949118159
253,10,15,77.7997916068015
254,10,13,70.95192971271517
255,9,13,68.26239047529891
256,10,14,74.83087692234632
257,12,13,75.80975735502291
258,9,13,68.0799765231097
259,11,12,70.46493894332532
260,11,14,77.4175105183496
261,9,14,71.62692358723834
262,9,15,75.30520553004818
263,10,11,63.98960171974137
264,10,14,74.43790079608301
265,8,15,72.72998757245422
266,10,15,77.91077149138478
267,8,15,72.63927350502142
268,9,13,68.13789839943442
269,11,14,76.50411763437708
270,10,14,74.32522182016066
271,10,11,63.77758488357707
272,8,12,62.37991055820799
273,11,15,80.2193817744347
274,8,15,72.61343334715907
275,10,11,64.08278331939832
276,10,14,74.43063616995903
277,11,13,73.59744008208446
278,8,11,58.989112436090494
279,9,11,61.01337548394882
280,11,13,73.4962603556108
281,10,15,78.10536737264317
282,11,13,73.55634632249127
283,9,13,68.72656374051142
284,8,15,72.73860450593264
285,9,14,71.71555645665988
286,12,12,72.14597079938974
287,9,14,71.64579160430097
288,10,13,71.44480654004066
289,9,15,75.18262509064144
290,11,11,66.22441915045553
291,10,11,63.706378751897596
292,9,13,68.51769236844875
293,10,14,74.43282161696925
294,11,12,69.52693529997478
295,11,14,76.84107147586774
296,11,13,73.40824649237524
297,10,12,67.67442940087868
298,9,12,65.47135482864633
299,10,11,63.61544378830298
300,10,14,74.66836176332086
301,10,14,74.59495054385813
302,11,12,69.77644436746571
303,11,13,73.5526104810249
304,9,13,68.72409064921015
305,12,14,79.71194983531493
306,10,14,74.48210772283298
307,12,13,76.22906700522397
308,10,13,70.57090385842174
309,11,12,70.4537968403969
310,8,15,72.96139230845979
311,9,13,68.63517301620007
312,9,13,68.58578459526065
313,8,13,65.87927384457548
314,10,14,74.41968054740818
315,11,12,69.50594064225666
316,11,11,66.59167547361362
317,12,13,76.24917497051753
318,11,15,80.49570761688196
319,9,14,71.99643513942182
320,12,13,76.34315573612719
321,11,12,70.0497586086024
322,10,11,63.78543812139496
323,8,13,65.5813850101381
324,10,11,63.51351070033186
325,9,12,65.42489846013697
326,8,13,65.51413307956683
327,11,12,69.77303245292461
328,7,13,63.25987294831725
329,10,14,74.30147495536
330,12,14,79.60560609968381
331,12,12,72.04801356203113
332,12,12,72.26570807322085
333,8,14,69.16848990744127
334,8,14,69.35187634987193
335,10,11,63.55089273325409
336,11,11,66.95173001527303
337,10,15,78.40847531981103
338,8,14,69.21613467332365
339,11,12,70.39782055652236
340,10,15,78.25643723753505
341,11,15,80.68375301982381
342,12,13,75.55117821997024
343,11,12,69.54374821941443
344,7,11,56.40301593879658
345,9,12,64.90006097513512
346,10,13,70.98179986021574
347,6,12,57.45592242038912
348,11,16,84.28259246723056
349,9,12,64.94907859992823
350,11,12,69.71591802671975
351,8,15,72.74686953789518
352,11,12,69.52146031425022
353,8,15,72.93697974307786
354,8,12,62.99620666228735
355,10,14,74.29703982451515
356,11,12,70.26236162602788
357,12,13,75.97258455567965
358,9,15,75.15768718091951
359,8,11,59.12320959448928
360,10,11,64.45334456248942
361,10,13,71.33946029942933
362,10,14,74.3587904918945
363,8,12,62.316876422642984
364,11,14,77.29795815369941
365,9,11,61.022131538569326
366,11,12,70.0032178098134
367,10,12,67.84465593008738
368,8,13,65.83735423889844
369,8,14,69.00124306622452
370,9,13,68.98303291241777
371,10,12,67.21737022973518
372,10,13,71.39590598593523
373,10,14,74.11012890564265
374,10,12,67.99318035379694
375,12,12,72.01806128453575
376,8,15,72.5235248929513
377,8,14,69.03192469047127
378,12,12,72.1457444801457
379,11,13,73.31957368848607
380,9,13,68.27069525222653
381,10,15,78.17612935317389
382,10,12,67.53321101674715
383,9,13,68.1300480520508
384,11,11,66.15087835194666
385,9,12,64.55911475576417
386,11,14,76.9764187320145
387,12,13,76.26994463450772
388,11,14,76.73404742065928
389,10,10,60.74390248112557
390,10,13,70.77676130879237
391,12,14,79.12020535523769
392,9,13,68.19890937574898
393,8,15,72.77283204979176
394,11,13,73.31525244295263
395,7,13,63.3457677821482
396,11,13,73.27112070599277
397,10,14,74.54436893625926
398,7,13,63.30629480357382
399,11,12,69.51388749544783
400,9,15,75.09583717890456
401,9,12,64.97744008182812
402,10,12,67.657362268639
403,11,14,76.9866591467654
404,10,14,74.71344032856925
405,8,13,65.70165554330357
406,12,13,76.08859090269307
407,10,13,71.2994933016643
408,10,13,71.2863585473626
409,9,13,68.39679200121797
410,11,13,73.02979031385905
411,10,15,78.07736645715066
412,11,13,73.57742635123671
413,11,11,66.29770113630667
414,10,14,74.62506233760547
415,11,14,77.37958942145278
416,10,11,63.75543499004646
417,8,14,69.33405896392323
418,9,13,68.70124020364494
419,9,13,68.75533303565682
420,9,13,68.30350915335981
421,8,15,72.93187323215673
422,11,14,76.55796119683808
423,11,13,73.19860338990154
424,6,12,57.36016476065452
425,10,15,77.88110414777535
426,8,12,62.08587161264425
427,10,12,67.50200293940492
428,11,13,73.43165162741369
429,10,12,67.30781750260921
430,8,12,62.64974024999336
431,11,12,70.01619009737267
432,8,15,72.82711292778855
433,10,13,71.03947167460805
434,11,11,66.41213822608482
435,10,11,63.763259071003
436,10,15,78.11885086660821
437,9,13,68.17253273314246
438,9,13,68.32041969195365
439,11,13,73.25247697077367
440,12,13,76.38163327525204
441,9,15,75.39488529017501
442,7,11,56.925088373883995
443,10,13,71.48417333778708
444,9,12,64.53479536655283
445,11,13,73.26474047372875
446,11,13,73.76904695755607
447,9,11,61.17603024978664
448,9,12,65.14177431196694
449,11,11,66.2071873608554
450,10,12,67.64619985085729
451,9,13,68.18705077270951
452,9,14,71.94139078725053
453,11,11,66.19972038429808
454,8,14,69.30830851066611
455,12,12,72.47375374251034
456,12,14,79.57447764601115
457,9,12,64.80931511732626
458,12,13,76.08435038251667
459,12,13,76.17729440469556
460,11,12,70.16228099357026
461,11,12,69.92296810208673
462,11,13,73.51338368752454
463,8,15,72.50223234860535
464,10,12,67.79442916685805
465,9,13,68.74501465578793
466,10,15,78.05839531619533
467,12,15,83.28503560945009
468,11,13,73.43127867249335
469,9,12,65.39178743634352
470,10,13,70.74994630820827
471,11,12,69.8718720342915
472,8,15,72.86610584582314
473,10,10,60.98384014231209
474,9,13,68.90969318224695
475,8,14,69.10441330266609
476,10,12,67.44643344456509
477,10,14,74.75117802802502
478,10,11,63.924825242609785
479,11,11,66.10955106546487
480,9,13,68.9211768303373
481,10,14,74.39107288387207
482,10,15,78.47753106455067
483,10,13,70.98348896781903
484,10,14,74.10288142180679
485,11,13,73.25457202466912
486,8,14,69.14076857514799
487,13,14,81.63378954314567
488,11,12,69.70103322634968
489,10,12,67.35485788929967
490,9,14,71.79738098426273
491,9,15,75.27342586425203
492,9,13,68.53448930449143
493,10,12,67.73143424058661
494,8,15,72.77391515369071
495,11,12,69.9475033206336
496,11,12,70.07765277598126
497,11,12,69.99209244869425
498,9,16,78.5215033205118
499,10,11,63.87325478593965
500,12,14,79.83594009467026
501,10,15,77.61116516099746
502,10,11,63.97246630510806
503,12,13,76.23605156581155
504,10,13,70.92098917902156
505,8,12,62.72825675943012
506,8,11,59.32298454955971
507,10,11,64.38353372598598
508,8,15,72.94299652611674
509,10,13,71.30382097017765
510,11,13,73.85835382425492
511,9,13,68.84291834177074
512,11,13,73.4430530933714
513,9,13,68.94304031582702
514,10,12,67.9152095748097
515,10,12,67.12644185102657
516,8,15,72.95532578345427
517,11,14,76.73480881937537
518,9,13,68.1527527627264
519,9,16,78.5185572347055
520,12,13,75.55605451070069
521,11,14,77.3401127067058
522,10,13,71.19189925518863
523,10,13,70.96816716528438
