,K,L,w
0,4,7,34.668686573064974
1,4,6,31.922674545773322
2,4,6,31.680404652885354
3,4,7,35.1437229197912
4,5,4,27.259212924605578
5,4,5,27.59615076769744
6,6,7,39.631120416274406
7,3,6,28.988280300934598
8,8,7,44.99683162793603
9,4,6,31.972025898523572
10,3,6,29.460343293082605
11,4,6,32.34250088995196
12,2,5,23.971714386839118
13,5,4,27.490543151740624
14,5,6,34.32032248906926
15,5,5,30.9609099027643
16,3,5,26.202784286490775
17,3,6,29.11048021288372
18,2,5,23.27380191908381
19,4,5,27.839317935137892
20,4,5,27.95726987442596
21,3,6,28.659315815301486
22,5,5,30.090850161133726
23,3,5,26.0453304837325
24,3,5,25.628519515416407
25,3,6,29.241892751713557
26,5,6,33.95480287257093
27,5,5,30.16333501711196
28,5,4,26.804008288655552
29,3,6,29.88310761914307
30,2,5,23.729413296098407
31,3,6,29.274490474123446
32,5,6,33.90318943143348
33,3,5,26.48425555867283
34,4,7,35.1813294867167
35,4,7,35.71192535080137
36,5,4,26.621777691188242
37,4,5,28.428389443443148
38,3,6,29.489240241023783
39,6,5,32.93527263519506
40,5,5,30.743830780725723
41,4,5,28.348909130746357
42,2,5,22.88617531108162
43,6,5,32.812023588598755
44,2,5,23.280227094384443
45,2,5,22.64616734456275
46,3,6,29.271904702487898
47,3,4,22.449776460616953
48,5,7,37.21126365115651
49,5,8,41.432479273200784
50,3,5,25.79028156152845
51,4,6,31.42699003424773
52,2,5,23.60995269210004
53,4,5,27.93296780689645
54,4,6,31.801946885884558
55,6,5,32.7087434758197
56,6,5,33.38769574288809
57,4,6,32.19389022124486
58,5,5,30.871734838511113
59,3,4,21.54913160402045
60,6,5,32.90153708328518
61,4,6,31.44911645418456
62,3,5,25.2803994877261
63,4,7,34.85910270075795
64,3,6,29.500224498484247
65,4,4,24.40141168735523
66,5,4,27.322021869783004
67,5,6,33.63965790794214
68,3,6,29.59843956105688
69,3,5,26.309050989248362
70,2,4,19.860354811730367
71,4,8,38.26110747791135
72,6,6,36.42437497016396
73,3,6,28.844498574052068
74,5,6,33.71463843851126
75,3,4,21.79451905113563
76,5,5,30.068258755453055
77,4,6,31.312611015151866
78,6,8,43.73548548517755
79,4,5,28.41389926623192
80,5,7,37.900067117276556
81,3,5,26.00416524944837
82,3,6,28.91271871813637
83,4,4,24.509744247455103
84,4,6,31.241893805737817
85,5,7,37.01867981106966
86,4,6,31.54421162469771
87,5,8,40.94230332754819
88,5,6,34.10458274940023
89,4,6,31.45085483199759
90,4,6,32.46579319545999
91,4,6,31.607492959306988
92,3,5,26.458694336060105
93,3,5,25.825438151188756
94,5,6,34.4880766458579
95,2,4,19.37709255698001
96,3,4,21.80992007929429
97,4,6,31.281071517793528
98,5,5,30.40383192972551
99,6,5,32.89020523517031
100,5,6,34.14314207545436
101,3,6,28.63591293540235
102,2,4,20.443590174332165
103,6,5,32.863784626829386
104,2,5,23.773032936584322
105,4,3,21.492699510158374
106,3,4,22.45972723402625
107,6,5,32.74185419357227
108,4,6,31.747232493560197
109,6,5,33.31274586609242
110,4,8,38.483423847433386
111,4,5,28.41018548642608
112,3,6,29.76631013836751
113,4,5,27.90126507889846
114,4,6,31.746625682083717
115,3,6,28.548302839519927
116,4,6,32.26046630041841
117,3,6,29.952880691938994
118,5,4,26.944840000881022
119,5,5,30.16518948954228
120,5,8,40.73177587218394
121,6,5,32.78406159071131
122,3,5,25.004260733983994
123,3,5,25.64039160262756
124,4,4,24.28764059945006
125,4,4,24.914975888214197
126,5,5,30.44726658145818
127,5,5,30.760632200362505
128,4,7,34.826773314320434
129,5,4,26.73827133541367
130,3,5,25.49978170104514
131,5,5,30.384771342249252
132,6,5,32.66248340572674
133,4,7,35.29284937487192
134,2,4,19.138872902052142
135,2,4,19.187554386377926
136,4,7,34.56639427898227
137,3,6,29.9913000053844
138,6,7,40.237367454580266
139,5,4,27.31699200867969
140,3,5,25.231929419650882
141,2,5,22.75834958568307
142,5,5,30.658015567256182
143,5,4,26.95656236131981
144,5,6,34.371394471442066
145,5,4,26.710827513477945
146,5,5,30.90954087993869
147,2,5,23.71169121414387
148,3,6,29.89650454744293
149,4,5,27.522414255482033
150,4,6,31.083860903127796
151,5,5,30.348337599219768
152,5,4,27.059014429000666
153,6,6,36.26130284722494
154,4,6,32.246487550619264
155,4,7,35.12275732417505
156,3,6,29.335073665840063
157,4,7,35.88406702499102
158,6,5,33.28332035396721
159,5,6,33.84622869380927
160,6,6,36.00280878149607
161,5,6,33.88923069275127
162,4,6,32.062995148582665
163,3,2,15.223053553792369
164,3,6,28.74944990419675
165,3,6,29.996686137319234
166,3,5,25.604841854322288
167,3,3,18.11831569642044
168,4,4,24.915185325947444
169,2,5,23.954773049570544
170,6,5,33.17987288157814
171,3,5,25.25397103138487
172,4,5,27.915439150675986
173,4,5,27.8301489301244
174,5,6,34.20342730383728
175,4,4,24.974075908877367
176,4,4,24.244638474344384
177,5,7,37.07362845388228
178,4,5,27.784526883878396
179,4,7,34.86554585946163
180,4,6,32.47836418581762
181,3,5,26.297885020064534
182,5,4,26.516474645988357
183,5,6,33.75452185175565
184,6,6,36.69703021737621
185,4,5,27.88058426973623
186,4,6,31.549738810004722
187,4,7,34.659521443757505
188,4,5,28.31316757285677
189,5,5,30.446477598664107
190,5,4,27.088840335316444
191,4,7,34.84341170574712
192,3,4,22.303735469044817
193,3,5,26.42746504201071
194,4,3,20.746127618408043
195,2,4,20.21877755208194
196,2,5,23.316371713478382
197,4,7,34.939827331468074
198,3,6,28.848094700431346
199,4,6,32.02792288913849
200,4,7,35.63149558841265
201,6,6,36.17183277558597
202,3,5,26.224936923710583
203,3,6,28.664044013305602
204,2,3,16.710776635436094
205,3,4,21.888508436118038
206,5,5,30.317005662813933
207,3,6,29.673496458772725
208,5,5,30.513236338900988
209,4,7,35.65665278850718
210,2,4,19.87111740354287
211,3,6,28.85178704687093
212,4,5,27.78426071984206
213,5,4,26.700812924099868
214,4,7,35.37959416231561
215,4,4,24.62110558649897
216,6,7,40.1860948838694
217,2,5,23.398606743262746
218,3,5,26.323094642815747
219,6,7,39.60743588255946
220,4,4,24.86863801750433
221,2,5,23.736576457883277
222,3,4,21.693240639542587
223,5,6,34.450746445406516
224,4,6,31.248142368913452
225,4,5,27.656673578561026
226,5,6,34.01630977842002
227,3,5,26.4122428162673
228,3,5,26.405735221776936
229,5,6,34.47777322420835
230,4,6,31.06725821722551
231,3,6,28.849954612732883
232,4,6,31.520584047053802
233,3,6,29.015331637104353
234,3,5,26.26655849211717
235,4,6,31.49556918673614
236,4,5,27.596211640474646
237,4,3,21.371925435778774
238,4,6,31.40966042217847
239,3,6,29.22962874657067
240,4,7,34.957670994261164
241,3,6,29.677105602141918
242,4,7,35.258294293666886
243,4,5,28.112931325300703
244,3,6,29.581210165154047
245,4,5,28.48916496751292
246,4,8,38.23843345478328
247,5,6,33.978606794221605
248,5,6,34.33399728992328
249,5,8,41.30764897728559
250,2,4,20.45173809236791
251,3,6,29.199802282321485
252,4,4,24.39218762988753
253,6,7,39.92382841320135
254,2,5,23.17684100705474
255,3,5,25.43753690434857
256,3,5,25.96101669948037
257,3,3,18.463298226200155
258,3,5,25.265040434847556
259,5,5,30.96042743576493
260,6,5,32.72698256736275
261,5,5,30.956839371919493
262,3,5,25.780211177216625
263,5,5,30.320382217948197
264,2,5,23.78704992205561
265,3,4,21.646188520020004
266,3,6,28.768329749064204
267,3,6,28.733333955506765
268,5,4,26.600289580640514
269,5,5,30.540694336144547
270,5,8,41.15422659224423
271,4,4,24.98395124262333
272,3,6,29.15729374797536
273,5,4,27.169939695613436
274,6,5,32.83935312921049
275,3,6,28.998837860487424
276,3,6,29.417532079115333
277,3,5,25.002514076502827
278,5,4,27.22113420274725
279,3,6,29.02829164409669
280,4,5,27.906616474477147
281,4,4,24.32426422070947
282,4,6,32.020361994352434
283,4,6,32.15918022193182
284,5,5,30.357898274684747
285,4,5,28.14722639429795
286,2,5,23.47340977375382
287,3,4,21.972392469539148
288,6,7,39.93766016777937
289,5,4,26.682228643854202
290,4,5,27.700407341093815
291,6,5,33.387296674947045
292,3,5,26.363710361649215
293,6,5,32.989846274444034
294,3,6,29.492978127181082
295,4,3,20.841387380408307
296,4,6,31.804389118366625
297,4,3,21.400219244720255
298,3,3,18.43847511747795
299,4,4,24.474230782906126
300,4,4,24.31085014019703
301,2,5,23.577638238832463
302,2,3,17.68994085627535
303,5,6,34.318088369169416
304,5,8,41.23453915726416
305,5,7,37.27900623766862
306,4,4,24.526465198054126
307,3,5,25.554900773941363
308,4,6,31.04360101972263
309,6,7,39.65380912392064
310,6,5,32.731574416357915
311,5,5,30.784158253040783
312,6,5,32.595651340063505
313,4,7,34.978662409555234
314,3,6,29.68099626943146
315,7,7,42.67809210293303
316,7,6,39.09786111727878
317,3,6,29.41842748847708
318,2,4,19.23159393017436
319,5,5,30.88879870405848
320,5,4,27.341274013806974
321,4,4,24.34124458332863
322,5,5,30.4005605849716
323,5,4,26.61722060460479
324,5,5,30.44036727422391
325,5,6,33.54547452359689
326,4,6,32.49429748203005
327,6,6,36.57810920572389
328,4,7,34.71651497959612
329,5,7,37.416875017088124
330,3,5,26.46279145650381
331,6,5,33.337152014550824
332,3,5,25.688784787670844
333,6,5,32.752335616930914
334,4,6,31.350099026575737
335,5,6,34.40171987446577
336,4,4,24.560503676393694
337,2,4,19.663663838057264
338,5,4,27.393124176532634
339,2,4,20.4168163527826
340,5,4,27.0923297611753
341,4,7,34.61552505999441
342,4,6,31.53566644808928
343,5,8,40.82504753832933
344,6,5,33.42846897564105
345,4,6,31.640802476207142
346,4,6,31.79985675078346
347,5,6,33.6686081190902
348,5,8,41.4265862542022
349,3,5,25.469767067935656
350,5,4,26.530712505055178
351,2,3,17.376617961229428
352,4,6,31.326721955717318
353,3,5,25.595786494654817
354,3,5,25.060696694393442
355,4,6,32.32792807863747
356,5,5,30.727958074629658
357,7,7,42.65585998320118
358,5,7,37.531936621189146
359,4,3,21.080785294564254
360,5,5,30.763668568570928
361,6,5,32.74304556760098
362,6,5,33.15167729364611
363,5,4,27.112043569605824
364,3,5,25.199049252745056
365,4,3,21.455227541857468
366,3,5,26.080728989602246
367,6,5,32.56320757739087
368,3,6,29.723710045337807
369,5,5,30.540889471972864
370,4,6,31.01735613546391
371,5,6,33.58581424827614
372,2,3,17.956342670079557
373,4,7,35.06302990110689
374,6,5,33.463887665959845
375,4,4,24.86565860050572
376,3,6,29.53595390702015
377,6,5,33.08041149687673
378,4,7,35.82296633589209
379,3,4,21.87372398356669
380,2,5,23.753646119780658
381,2,5,23.18767864813229
382,5,6,34.3599490330796
383,3,5,26.14798730939422
384,4,7,34.784832973745864
385,4,4,24.715092879786496
386,4,6,31.18696935305903
387,3,6,29.553849913626642
388,3,6,29.335519969622748
389,3,6,29.782409478205754
390,5,4,26.662306526193923
391,5,6,33.813415776697184
392,6,6,36.66374800887809
393,4,5,27.790536148050997
394,6,5,33.080542701157846
395,3,5,25.375044057972183
396,3,6,29.695020906105402
397,7,6,39.043074935229875
398,3,5,25.38437466374859
399,3,6,29.93426440626322
400,4,6,31.416083285719544
401,4,7,35.86765831505297
402,2,5,22.947784092225618
403,6,6,36.40286961483209
404,5,6,33.5211160571687
405,6,5,32.89109180316826
406,2,5,23.095567733282603
407,4,6,31.35283333533246
408,2,3,17.878364027597264
409,5,5,30.567745251127008
410,6,5,32.98447069461956
411,4,4,24.495315629234604
412,3,5,26.449960602337416
413,5,6,34.20546196075333
414,3,5,26.443220406948857
415,5,4,27.414523166263265
416,5,6,34.16884625747236
417,4,4,24.328600780363672
418,5,6,33.66326833644192
419,7,6,38.94135839344298
420,3,3,18.629356944375733
421,5,5,30.235734369710894
422,3,5,26.119430529515498
423,4,6,31.353280856074438
424,4,6,32.345949919261834
425,4,5,28.106804803262012
426,6,6,36.0607607507811
427,4,4,24.943192467078124
428,4,6,32.30604777971119
429,4,6,32.23192861602363
430,2,4,19.30989938745608
431,5,4,27.303788056853698
432,4,6,31.272229681397853
433,3,5,25.863192945169118
434,3,5,26.368576075000767
435,5,5,30.66107745477077
436,3,6,29.89929548958386
437,6,5,33.24305672965295
438,4,6,31.12814376143443
439,4,6,31.89029497872438
440,3,4,22.10272761967565
441,3,5,26.34634812930644
442,4,5,28.23330850271136
443,6,6,36.621374784530005
444,3,6,28.861550525186242
445,3,6,29.613290271610655
446,3,2,14.663778347126641
447,6,6,36.14907563667728
448,4,7,35.76581139632368
449,3,5,25.904090589811517
450,5,4,26.508519157761583
451,6,5,32.9913491992854
452,5,5,30.261008716270997
453,3,5,25.38328710841433
454,3,6,29.812078251877217
455,3,6,29.936130177214707
456,3,5,25.318769806247246
457,4,6,31.384196724581955
458,3,6,29.142171076024244
459,2,5,22.608828414058376
460,5,4,27.17047785705034
461,4,6,31.296396037238043
462,6,5,32.79760943148446
463,5,4,26.511906863287912
464,6,6,36.15967401840935
465,6,5,32.503299324184425
466,6,5,33.03196491598591
467,4,4,24.451015045819894
