,K,L,w
0,1,6,24.321553240160288
1,0,0,5.747634523123557
2,1,4,16.95888584738503
3,1,4,18.91578577458072
4,2,3,15.547865958682749
5,1,3,13.53725679193144
6,1,4,18.644944421525583
7,0,0,5.953650540576911
8,2,2,12.234373062484032
9,1,4,17.44176181793174
10,1,2,11.809400637921774
11,1,5,20.44316033808473
12,1,3,13.109891482875344
13,1,4,18.080141330019966
14,1,4,18.194438883161215
15,1,2,11.13436834621417
16,1,2,11.76593357327654
17,1,2,11.507886349280692
18,1,4,17.434236668999095
19,1,5,20.20151968442592
20,2,3,15.941366653009055
21,2,4,19.921097750227517
22,3,5,25.240818191669995
23,2,1,8.545995773699033
24,2,3,15.750668135712013
25,3,7,32.83475330073689
26,1,4,18.43104181344094
27,2,3,16.284260153264672
28,2,2,12.306627992211004
29,1,3,14.734054564258692
30,1,3,14.245250211121002
31,1,1,7.716100278253821
32,1,2,11.071106237722965
33,1,3,14.52058092854038
34,1,1,8.059320847124866
35,2,2,12.711805834351505
36,1,3,13.863625371021282
37,1,5,20.708005089148337
38,1,4,18.20721788552049
39,1,4,17.802478068994333
40,1,3,15.04672329524783
41,2,5,23.418166137821768
42,2,4,19.797250576469565
43,1,3,13.875559161106263
44,1,4,18.490824649776993
45,2,2,12.158597508903602
46,1,5,21.222477753760387
47,1,2,10.138975319384581
48,1,3,13.960529319826993
49,1,2,11.5084582462358
50,2,2,12.982865605430826
51,1,2,10.317381245396351
52,1,3,13.2451479151878
53,2,2,12.157145690081375
54,1,4,17.631252794984647
55,1,5,20.82998287056282
56,2,2,12.30792576058247
57,2,2,12.169042519491981
58,1,3,13.979952351888347
59,1,4,18.597095956091756
60,1,2,11.05298840160322
61,1,5,20.018013244780736
62,1,6,24.707570011345563
63,1,3,14.228085293772459
64,1,1,8.481936905416408
65,2,2,12.736620482537587
66,3,4,21.65331382218994
67,1,3,13.035737591861277
68,1,1,7.1589391718997515
69,1,3,15.234166249786998
70,1,2,10.875216001388122
71,1,3,15.240109736744396
72,1,1,8.294537802132766
73,3,4,21.629618708170696
74,1,2,10.627873364903454
75,2,2,12.926821294953193
76,1,3,14.604113681050015
77,2,2,12.388354247870213
78,2,1,9.3197566498844
79,1,3,15.498885049453426
80,1,1,8.064784771614281
81,1,2,11.498417167941804
82,2,5,23.417258536983944
83,2,4,19.480021054715184
84,2,2,12.254251556124789
85,1,3,13.8253352608532
86,1,2,11.560659390857557
87,2,3,16.425289502614156
88,1,4,18.820227676187535
89,1,4,17.848246602060662
90,1,4,18.26093574706314
91,1,5,20.99840629263806
92,1,3,14.743356634366252
93,2,3,15.5738430119865
94,1,3,13.90780922659887
95,2,2,12.364009181415993
96,1,3,13.245385348460818
97,1,2,9.669578464247753
98,1,5,21.426878273304702
99,1,3,15.358200465253258
100,1,3,15.084764108327937
101,1,4,17.890095043672975
102,2,4,19.1730441768541
103,2,6,27.102564797644106
104,2,2,12.783590207062701
105,2,3,16.293923860295145
106,2,1,9.167392795772956
107,0,0,3.558520158971623
108,1,4,16.89037678156403
109,0,0,4.396163877774432
110,1,4,16.94566863719582
111,2,4,19.951150972035318
112,2,3,16.37042395254629
113,2,2,12.965083579969058
114,1,4,17.002098161149917
115,1,3,13.003759938528141
116,1,1,7.904872906770883
117,1,3,14.337752548280317
118,2,2,12.132448920931331
119,1,2,10.961294148219437
120,1,4,16.724222007488326
121,2,4,19.72782649236399
122,1,4,17.854234483774466
123,1,4,17.12219749043173
124,1,4,16.70746260001648
125,1,5,20.010480129190196
126,2,4,19.361604751013907
127,1,2,11.499462946157415
128,1,2,10.807114881511453
129,2,3,16.3002928653944
130,0,0,3.828402218140516
131,1,4,18.999030842234678
132,1,3,14.465810075994327
133,1,4,16.78540036158329
134,1,3,14.867928859336429
135,1,4,18.873384599866583
136,1,2,11.272958581088023
137,2,5,23.083087272197403
138,2,3,15.859491928701395
139,1,2,11.36948970883721
140,1,1,7.822885206128371
141,1,5,21.35431770122234
142,3,4,21.518443523077952
143,1,4,18.832584353463133
144,1,3,14.329384280264083
145,1,3,14.753479233271184
146,2,2,12.232065207002991
147,1,4,17.67632827735869
148,1,1,8.140583677892788
149,1,1,8.390274736418505
150,1,3,13.786953335306134
151,2,3,16.336412945327922
152,1,1,8.361780613782914
153,1,5,20.928591989457573
154,1,4,18.71232429662089
155,2,1,9.497633124614667
156,1,3,13.780122742115903
157,1,5,21.24580960882581
158,1,3,14.967886174871285
159,1,3,13.034971562885696
160,1,4,16.701977481900585
161,2,1,9.09953288428906
162,1,4,18.707595344681266
163,1,2,10.064688438722982
164,1,2,11.947965450390932
165,2,2,12.622540688250737
166,1,4,17.849340016327503
167,0,0,0.5354571321815342
168,2,2,12.906858716284823
169,1,4,17.4453492153709
170,1,3,13.22873930015889
171,1,2,10.830689486512036
172,1,3,14.852492854316596
173,1,3,14.12872690685281
174,1,5,20.35231642188586
175,1,2,10.644194084093726
176,2,3,15.653274028939993
177,1,3,13.890457405662012
178,1,3,13.25844999235581
179,1,1,7.794916596671197
180,2,4,19.947099502450413
181,2,3,16.003086228761788
182,2,5,22.80629541939096
183,1,1,6.038638325273508
184,2,4,19.695500668134816
185,1,3,13.545792480285288
186,1,2,10.122058522541362
187,1,2,9.529431337211392
188,2,3,16.299485993329167
189,2,2,12.070727137184596
190,2,4,19.011304746845017
191,2,1,9.287808437770861
192,1,3,14.591815754068778
193,1,3,14.057802181469395
194,2,2,12.578016623674534
195,2,3,16.188272502488235
196,3,4,22.053967242157807
197,3,5,25.330571768185116
198,1,3,14.470645874620862
199,2,2,12.358159897223395
200,1,4,17.2874517853149
201,1,4,16.568951479205182
202,2,1,9.25245347068397
203,2,1,9.263465381120621
204,1,5,20.61830086741886
205,2,3,15.743558455366868
206,2,2,12.451035294405198
207,1,1,7.039328084791694
208,1,4,16.94716496292671
209,1,4,16.980979040355475
210,2,3,16.192951876741862
211,1,4,17.09816822961534
212,2,4,19.98868598118637
213,1,3,15.353701553290298
214,1,3,15.248926036322043
215,1,4,17.464984237269064
216,2,4,19.98964776354819
217,1,3,14.81242497432096
218,0,0,4.658117738640611
219,1,3,13.967737580820213
220,2,5,22.64450517508031
221,3,4,22.029095256642194
222,2,4,19.742793801438488
223,1,4,16.759657676160334
224,2,2,12.644027727239834
225,1,3,15.408127965763512
226,2,4,19.52209468781158
227,1,4,18.41010938298941
228,2,1,9.445534971743154
229,1,4,17.512031078166338
230,2,2,12.452721617618531
231,1,4,18.355307640783195
232,1,2,10.407156376495085
233,1,3,13.169741124254815
234,1,4,18.841888995200748
235,1,4,18.787524059634936
236,1,2,10.4017253501315
237,1,3,13.996741826093391
238,1,3,13.214218645214249
239,2,1,8.958123897443024
240,0,0,2.1847053781223007
241,1,3,13.379215841074421
242,1,3,13.280269422297742
243,1,5,20.07261426472666
244,2,4,19.57101199567586
245,2,1,9.195098113897494
246,1,6,24.70093294136322
247,1,3,14.3920137696292
248,2,6,27.343107906047898
249,1,4,18.41175018871812
250,1,2,11.073200983316836
251,1,4,17.240043393526843
252,1,1,6.792155850953362
253,1,2,9.673777325833514
254,2,4,19.506153262581662
255,1,5,21.058079819062087
256,2,2,12.345831705342388
257,1,1,8.255449835933995
258,1,2,10.295154580836238
259,3,5,25.482265080996605
260,1,4,17.272111877002658
261,2,3,16.164216703555375
262,2,1,9.499878049104272
263,2,2,12.516245020271572
264,1,2,10.241043548006367
265,2,6,27.783317514506003
266,1,3,14.295829878472505
267,1,1,7.271099461284821
268,1,2,10.509261999499898
269,2,3,15.781778992926476
270,1,4,18.511510813635404
271,2,2,12.344726791737251
272,1,4,18.699134477610418
273,1,4,18.97993191205142
274,2,3,15.777275133045817
275,1,5,20.104405878527633
276,2,4,19.45409826166889
277,1,3,13.607964830054506
278,1,5,20.729158254141844
279,1,3,14.027307361837057
280,1,3,13.888020771089925
281,2,5,23.124445850681653
282,2,3,15.55032044601171
283,1,4,17.301088623307027
284,1,3,14.873524725504442
285,1,3,14.555259248382107
286,1,3,13.360638984598673
287,1,3,13.13508019961947
288,1,4,18.377067004309584
289,2,5,22.810173209000688
290,1,1,8.407526556999004
291,1,3,13.518913938761907
292,1,3,14.615368610698972
293,2,3,16.497991502172802
294,3,5,25.91372866290696
295,1,5,21.38396561917518
296,1,2,10.793950199108442
297,2,3,15.656338818674172
298,2,5,22.646862346425397
299,2,4,19.98039782154385
300,1,3,14.31590373407916
301,3,4,22.39514646209872
302,1,2,9.712864312880711
303,1,6,24.118914103535115
304,2,3,16.11353146411073
305,1,3,15.325017861428284
306,1,3,13.811433124605484
307,1,3,14.534806893699455
308,1,2,9.587221018372198
309,1,3,13.825426704209415
310,1,4,17.26778048532464
311,1,3,13.69075060347348
312,3,5,25.476099672878213
313,1,3,14.754718084287626
314,3,4,22.092879797356375
315,1,6,24.928537056785764
316,0,0,5.7716552423557275
317,1,3,13.253005214385563
318,1,3,14.858475019628635
319,0,0,5.9840249290848
320,1,4,17.648738061081307
321,1,3,15.301222646644126
322,2,4,19.51942470976837
323,2,4,19.542463889202867
324,1,1,6.503612301898533
325,1,1,7.657752160186685
326,1,3,13.21571490877682
327,2,3,15.663683402739096
328,2,3,15.647792296223596
329,1,1,7.823416847697412
330,1,4,16.689694926717408
331,3,4,22.40126438226515
332,1,1,7.996233040792626
333,1,2,10.0365667756507
334,1,2,9.875676694835184
335,2,4,19.05812941159563
336,0,0,4.4490413878248845
337,1,3,14.56189493857134
338,2,4,19.51400361658464
339,1,2,10.135495133429457
340,1,3,14.500109167255175
341,1,4,17.518688130167433
342,0,0,4.746894179066274
343,1,4,16.979167873321156
