,K,L,w
0,8.973153720676828,11.903163098857018,64.09395514769163
1,10.421765707461862,13.824791244592266,74.44118362472759
2,10.484390261856369,13.907864633074777,74.88850187040264
3,9.767895614780649,12.95741255021923,69.77068296271892
4,8.90203075410131,11.808816306460923,63.5859339578665
5,9.856323685915715,13.074715093561663,70.4023120422551
6,9.8397618079614,13.052745255459001,70.28401291401
7,8.681797882334408,11.516670660239521,62.01284201667434
8,9.299275738019677,12.335773938189368,66.42339812871198
9,10.046753602112451,13.327326206883866,71.76252572937466
10,10.304217332149616,13.668859726320921,73.60155237249727
11,9.874324287979762,13.09859344323846,70.53088777128401
12,9.343924384834732,12.395001734984849,66.7423170345338
13,9.423301908801788,12.500298450451353,67.3092993485842
14,8.790099403762193,11.660335943766174,62.786424312587094
15,9.877679974936935,13.103044864712261,70.55485696383525
16,9.490196191427854,12.589035764138993,67.7871156530561
17,10.18898987299342,13.516006974379026,72.77849909281014
18,8.293550848775338,11.001649085110143,59.23964891982385
19,10.400414784983536,13.7964685923251,74.28867703559669
20,9.839222002945501,13.052029187580768,70.28015716389643
21,9.536697840914915,12.65072162570346,68.1192702922494
22,10.23931155431123,13.582760225106735,73.13793967365164
23,9.83492551108778,13.04632975960624,70.24946793634129
24,9.82033791234998,13.026978863321403,70.14527080249987
25,9.086828415696264,12.053956061637903,64.90591725497332
26,9.485927364185034,12.583373034123005,67.7566240298931
27,8.693821667865643,11.53262057982177,62.09872619904031
28,9.867005759224801,13.08888519080841,70.47861256589144
29,10.079887170556848,13.371278899718266,71.99919407540605
30,9.76681901508287,12.955984407762992,69.76299296487764
31,9.827189863602097,13.036068186410946,70.19421331144355
32,9.565471841546334,12.68889121837779,68.3247988681881
33,10.578329466379307,14.032477863564386,75.55949618842362
34,10.200611185918373,13.531423001728454,72.86150847084552
35,8.944359334736891,11.864966464446898,63.88828096240637
36,9.830473843115971,13.040424485766087,70.21767030797123
37,9.307838723423641,12.347133000459934,66.48456231016887
38,10.388410519660084,13.78054456689603,74.20293228328632
39,10.087460297295355,13.381324884167308,72.05328783782396
40,10.352796414071912,13.733301365605598,73.94854581479937
41,9.64859515093236,12.799156832869457,68.918536792374
42,8.372214364970667,11.10599864741007,59.801531178361905
43,8.880392551529805,11.780112568355866,63.43137536807005
44,9.548643209392285,12.666567522663234,68.20459435280203
45,9.6134251090347,12.752502695658277,68.66732220739073
46,10.02549590880922,13.299127225971414,71.610685062923
47,9.234855921268672,12.250319079233956,65.96325658049052
48,9.625010761221862,12.76787141794737,68.75007686587045
49,10.146307401912663,13.459387369884146,72.47362429937617
50,10.202722864914447,13.534224208559982,72.87659189224605
51,11.128684974028637,14.762541292078806,79.49060695734741
52,10.894187694431222,14.451473472204684,77.81562638879446
53,9.459787697661728,12.548697966285967,67.5699121261552
54,9.480925872578986,12.576738402400697,67.72089908984991
55,8.317124290794734,11.032919977584852,59.40803064853381
56,9.632822680814687,12.778234168427646,68.80587629153348
57,10.618534678377014,14.08581130805114,75.84667627412152
58,10.112353971057185,13.414347104463614,72.23109979326561
59,10.693852650668006,14.185722903947356,76.38466179048577
60,9.906740240353276,13.141594196386999,70.76243028823768
61,8.864779039720636,11.759400766976356,63.319850283718836
62,9.38714855107672,12.45233991469361,67.05106107911944
63,9.74868788331317,12.931932906435842,69.63348488080837
64,10.06421130623197,13.35048438581792,71.88722361594264
65,8.841323117498384,11.728285768110101,63.15230798213131
66,10.4351514498683,13.842547841662034,74.53679607048787
67,11.013960671242643,14.610355992464731,78.67114765173316
68,10.4289786926769,13.834359490285683,74.49270494769215
69,11.94528207280457,15.845782341475452,85.32344337717551
70,9.020365128265308,11.965790476270305,64.43117948760934
71,9.655699616146624,12.808581123459808,68.9692829724759
72,10.36682152643926,13.751906106501062,74.04872518885186
73,9.839514681200246,13.052417434245225,70.2822477228589
74,8.943638507159292,11.864010264599061,63.883132193994946
75,8.981576152128563,11.914335712007277,64.15411537234688
76,9.083479857525717,12.049514096717788,64.88199898232655
77,10.200086503107164,13.530726993917668,72.85776073647975
78,10.206697276468045,13.53949638715149,72.90498054620032
79,10.285899756391583,13.644560901335774,73.47071254565417
80,11.385404938868314,15.103088184213073,81.32432099191654
81,9.393287846509745,12.460483878023132,67.09491318935532
82,11.02963644146671,14.631150381537475,78.78311743904794
83,10.208205160678133,13.541496641715893,72.91575114770096
84,10.446456962789046,13.857544950638532,74.61754973420749
85,10.240457439771042,13.584280277247302,73.14612456979316
86,8.952624352522605,11.875930263550396,63.947316803732896
87,10.618076382200792,14.08520336414391,75.84340273000566
88,8.36290148938878,11.093644832862667,59.73501063849129
89,8.662822514817025,11.491499254349113,61.877303677264464
90,9.484560000791909,12.581559184723961,67.74685714851364
91,9.994709249505053,13.258287779955683,71.39078035360752
92,11.185943964449255,14.838497095697992,79.89959974606612
93,9.273901398214775,12.302114099672663,66.24215284439126
94,9.573363870572745,12.69936023647405,68.38117050409103
95,10.021881284963118,13.294332316787813,71.58486632116514
96,9.905837660034479,13.140396895964106,70.75598328596057
97,10.893924386756678,14.451124186513963,77.81374561969056
98,10.237743978130935,13.580680787316549,73.12674270093525
99,10.253814628430952,13.601998996898203,73.24153306022109
100,9.433114969086136,12.513315775318345,67.37939263632954
101,10.260814623879352,13.61128470514608,73.29153302770966
102,8.723057153284497,11.571402346193722,62.30755109488927
103,10.313506779751153,13.681182462935203,73.6679055696511
104,9.278428405426052,12.308119313320274,66.27448861018608
105,10.24090191573588,13.584869888221066,73.14929939811343
106,10.735440953072011,14.24089106019757,76.68172109337152
107,8.565261056846518,11.362080993775994,61.180436120332274
108,9.785402883709642,12.980636478390341,69.8957348836403
109,9.619551712839579,12.760629823154545,68.71108366313986
110,10.199175248590382,13.52951818690561,72.8512517756456
111,9.787266270279385,12.983108317717553,69.9090447877099
112,10.274137778274389,13.628958277302761,73.38669841624564
113,9.459611234085719,12.548463881950445,67.56865167204086
114,9.694444739301598,12.859977715400081,69.24603385215428
115,9.566060822334189,12.689672519422903,68.32900587381563
116,10.109313908728648,13.410314368721677,72.2093850623475
117,9.969784422454293,13.225224233867939,71.21274587467352
118,9.471529653188146,12.56427402973938,67.65378323705819
119,9.91278084418584,13.14960724228734,70.80557745847028
120,11.074438122481506,14.690581182883632,79.10312944629648
121,10.880011365562467,14.432668137991028,77.71436689687476
122,9.205157573177772,12.21092331135827,65.75112552269837
123,10.709489706710755,14.206465937473453,76.49635504793397
124,10.497896561633585,13.92578115318741,74.9849754402399
125,8.622774807654556,11.43837474484788,61.591248626103976
126,9.856626479508053,13.075116758531092,70.40447485362895
127,10.370111437517554,13.756270274257982,74.07222455369683
128,10.54011218468767,13.981781469483646,75.28651560491194
129,9.042986151105596,11.995797955548241,64.59275822218284
130,9.69400303180793,12.859391776888073,69.24287879862808
131,9.41672495420951,12.491573918849351,67.2623211014965
132,9.637769653039712,12.784796478522068,68.84121180742652
133,10.158574507490062,13.475660060956207,72.56124648207188
134,9.054186718287045,12.010655850788938,64.6727622734789
135,10.224488492140749,13.563096979370384,73.03206065814821
136,10.713973702366733,14.21241409497628,76.52838358833381
137,9.280890393447793,12.311385215798094,66.2920742389128
138,9.446478780341206,12.531043280044457,67.47484843100861
139,9.579629462171052,12.70767173553303,68.42592472979324
140,9.554297064794397,12.674067534931345,68.2449790342457
141,10.432122011223028,13.838529198561162,74.51515722302163
142,9.124626551144212,12.104096445395385,65.17590393674438
143,9.9461283008106,13.193843664340593,71.04377357721857
144,8.640743752940487,11.462211100839424,61.7195982352892
145,8.984144155161166,11.917742246642366,64.1724582511512
146,9.025007852179526,11.97194919166672,64.46434180128233
147,7.8692303501107785,10.438774954228586,56.20878821507699
148,8.652086474660894,11.477257568427719,61.80061767614926
149,10.065658923848037,13.352404694900457,71.89756374177169
150,10.535663026336799,13.97587952473249,75.25473590240571
151,9.864863084351276,13.086042866996593,70.46330774536627
152,10.5084215273335,13.939742842381174,75.06015376666785
153,9.938668071009932,13.183947441135627,70.99048622149952
154,9.497248876644443,12.598391366977324,67.83749197603174
155,9.365020435917694,12.42298629254388,66.89300311369782
156,10.60174977871996,14.0635456248326,75.72678413371399
157,8.263147859450092,10.96131858906645,59.0224847103578
158,9.852267331212007,13.06933421487307,70.37333808008576
159,9.271348293677057,12.298727328347118,66.22391638340756
160,10.369868337149835,13.755947794178354,74.07048812249883
161,10.213389121640736,13.54837332462547,72.95277944029098
162,9.613089768971182,12.75205785679851,68.66492692122274
163,10.019830618493433,13.29161204494027,71.57021870352453
164,9.102177414913779,12.074316978967259,65.01555296366985
165,10.134747034181132,13.444052188199462,72.39105024415095
166,9.886270642731784,13.114440648521756,70.61621887665561
167,10.625824500043663,14.09548147964976,75.89874642888331
168,8.989110207915605,11.92432986764315,64.20793005654004
169,9.6311670021146,12.77603785994794,68.79405001510429
170,10.135482940406385,13.445028390335,72.39630671718847
171,11.200637247556843,14.85798818553459,80.00455176826317
172,8.995028402687073,11.932180534176728,64.25020287633623
173,9.984230461041651,13.244387346279742,71.31593186458323
174,9.540781291537076,12.656138447957348,68.14843779669341
175,9.93413022490197,13.177927849359758,70.95807303501408
176,9.073254891243392,12.035950365935113,64.80896350888138
177,8.788194603442658,11.6578091678321,62.772818596019
178,9.367991988863064,12.426928148491822,66.91422849187903
179,9.697311927102486,12.863781127789013,69.26651376501776
180,10.686500532060466,14.175970093549598,76.33214665757475
181,9.539089742792516,12.653894556765582,68.13635530566083
182,8.95381182223098,11.87750547846967,63.9557987302213
183,9.266281137557623,12.292005590637666,66.18772241112589
184,10.714392325733536,14.212969411687343,76.53137375523954
185,9.901016357506917,13.134001290570401,70.7215454107637
186,9.83814807397545,13.05060458792662,70.2724862426818
187,9.602940862280457,12.738595021392443,68.5924347305747
188,9.63293909876393,12.778388600401133,68.80670784831379
189,10.44285481913973,13.852766596818013,74.59182013671237
190,10.404835435411067,13.802332720443252,74.32025311007905
191,9.72836113890182,12.904968857726903,69.48829384929871
192,9.759294955462213,12.946003512347833,69.70924968187295
193,8.827456641087858,11.709891462667569,63.053261722056135
194,10.198760359610372,13.528967823972943,72.84828828293122
195,9.807245533995983,13.009611422647735,70.05175381425703
196,9.524256714650067,12.634218090862333,68.03040510464334
197,9.94906446380344,13.197738574433135,71.06474617002458
198,9.259042231240025,12.282402959808197,66.13601593742875
199,10.259756349265649,13.609880871474843,73.28397392332607
200,9.665346230105063,12.821377652180189,69.03818735789332
201,10.801725704344666,14.328819811885783,77.1551836024619
202,9.71811147985063,12.89137237123043,69.41508199893308
203,11.238837548263893,14.908662053819452,80.27741105902781
204,9.854147994191068,13.071828971886111,70.38677138707907
205,9.854701423926976,13.07256311337252,70.39072445662126
206,9.212867038735723,12.22115015342494,65.8061931338266
207,10.490930572154651,13.91654055489903,74.93521837253323
208,9.664118498983752,12.819749029264162,69.02941784988396
