,K,L,w
0,4.853616120229097,6.43847036356921,34.668686573064974
1,4.469174436408265,5.928496701357902,31.922674545773322
2,4.435256651403949,5.883503721250137,31.680404652885354
3,4.920121208770768,6.5266913993897955,35.1437229197912
4,3.8162898094447804,5.06242525742675,27.259212924605578
5,3.8634611074776415,5.124999428286668,27.59615076769744
6,5.548356858278416,7.3600652201652474,39.631120416274406
7,4.058359242130843,5.383537770173568,28.988280300934598
8,6.299556427911044,8.35655444518812,44.99683162793603
9,4.4760836257933,5.93766195258295,31.972025898523572
10,4.124448061031565,5.471206611572484,29.460343293082605
11,4.527950124593273,6.006464450991078,32.34250088995196
12,3.356040014157476,4.451889814698694,23.971714386839118
13,3.8486760412436873,5.105386585323259,27.490543151740624
14,4.804845148469696,6.373774176541434,34.32032248906926
15,4.334527386387002,5.7498832676562275,30.9609099027643
16,3.668389800108708,4.866231367491144,26.202784286490775
17,4.075467229803721,5.406232039535547,29.11048021288372
18,3.258332268671733,4.322277499258422,23.27380191908381
19,3.8975045109193047,5.170159045097037,27.839317935137892
20,3.9140177824196343,5.192064405250536,27.95726987442596
21,4.012304214142207,5.322444365698848,28.659315815301486
22,4.212719022558721,5.5883007442105495,30.090850161133726
23,3.6463462677225493,4.8369899469788935,26.0453304837325
24,3.587992732158297,4.75958219572019,25.628519515416407
25,4.093864985239898,5.430637225318232,29.241892751713557
26,4.75367240215993,6.305891962048888,33.95480287257093
27,4.222866902395674,5.6017622174636506,30.16333501711196
28,3.7525611604117772,4.97788725360746,26.804008288655552
29,4.183635066680029,5.549719986412284,29.88310761914307
30,3.322117861453777,4.40689104070399,23.729413296098407
31,4.098428666377282,5.436691088051497,29.274490474123446
32,4.746446520400687,6.29630660869479,33.90318943143348
33,3.7077957782141966,4.918504603753526,26.48425555867283
34,4.925386128140337,6.53367547610453,35.1813294867167
35,4.999669549112192,6.63221470800597,35.71192535080137
36,3.7270488767663537,4.944044428363531,26.621777691188242
37,3.9799745220820406,5.279558039496585,28.428389443443148
38,4.12849363374333,5.476573187618703,29.489240241023783
39,4.610938168927309,6.1165506322505125,32.93527263519506
40,4.304136309301601,5.709568573563348,30.743830780725723
41,3.9688472783044895,5.264797409995752,28.348909130746357
42,3.2040645435514263,4.250289700629444,22.88617531108162
43,4.593683302403826,6.0936615235969125,32.812023588598755
44,3.2592317932138224,4.323470746099968,23.280227094384443
45,3.1704634282387847,4.205716792561653,22.64616734456275
46,4.098066658348306,5.436210873319181,29.271904702487898
47,3.142968704486373,4.169244199828863,22.449776460616953
48,5.209576911161911,6.9106632495004945,37.21126365115651
49,5.800547098248109,7.694603293594431,41.432479273200784
50,3.6106394186139825,4.78962371856957,25.79028156152845
51,4.399778604794681,5.836441006360293,31.42699003424773
52,3.3053933768940054,4.384705499961436,23.60995269210004
53,3.9106154929655026,5.187551164137912,27.93296780689645
54,4.452272564023838,5.906075850235704,31.801946885884558
55,4.579224086614758,6.074480931223659,32.7087434758197
56,4.674277404004332,6.20057206653636,33.38769574288809
57,4.507144630974279,5.978865326802617,32.19389022124486
58,4.322042877391556,5.733322184294921,30.871734838511113
59,3.0168784245628624,4.001981583603798,21.54913160402045
60,4.606215191659925,6.11028545832439,32.90153708328518
61,4.402876303585838,5.840550198634276,31.44911645418456
62,3.5392559282816536,4.694931333434847,25.2803994877261
63,4.8802743781061135,6.4738333587121915,34.85910270075795
64,4.1300314297877945,5.478613121147075,29.500224498484247
65,3.4161976362297315,4.5316907419374,24.40141168735523
66,3.8250830617696203,5.0740897758168435,27.322021869783004
