,K,L,w
0,1,3,14.84621245918738
1,2,3,15.86051620368767
2,1,2,10.661427785811863
3,2,3,15.989373587641802
4,1,6,24.928069318021436
5,1,3,13.994848590503803
6,2,2,12.471366927562674
7,2,3,15.721408194895709
8,1,5,21.31980290419821
9,1,2,9.891675254970401
10,1,3,14.791841786095272
11,1,4,16.64150015620777
12,1,4,17.04283666289944
13,1,2,9.922759390942325
14,1,3,13.698872467054944
15,1,3,13.339395455494328
16,0,0,3.004787412869625
17,1,4,18.077942525675983
18,1,1,6.781363471005227
19,1,3,13.15555854557756
20,1,4,18.006681547789224
21,1,6,24.308167447033966
22,1,6,24.943302145972233
23,1,4,16.647602978179986
24,2,5,23.00176703452611
25,1,4,17.48917876460125
26,2,2,12.179269545870008
27,1,3,14.484916974216654
28,2,3,16.45414417688989
29,1,3,14.37764505769369
30,1,6,23.97097380981209
31,1,2,9.620661536836451
32,2,3,15.831180156861187
33,1,3,13.645417325689994
34,1,4,18.852294779459626
35,1,3,14.443068230763943
36,1,3,13.797349696358415
37,1,3,13.742754657546731
38,1,3,14.071228428778362
39,1,2,11.256252405784629
40,1,2,11.499737388013436
41,1,4,17.742445539388765
42,2,3,16.1633787378001
43,1,3,14.858259821692785
44,2,4,19.438626244672257
45,1,3,14.317171867345593
46,1,4,17.13176312999574
47,2,3,15.969409965191868
48,2,2,12.193008550527775
49,1,3,13.103350762894909
50,1,1,7.788623227764802
51,1,4,18.494242899933813
52,1,3,15.426931563220464
53,2,5,22.721849097440714
54,1,4,18.608578744297965
55,1,4,17.162982381413673
56,1,3,15.019754911352978
57,1,3,14.162670235447214
58,2,2,12.364766529288971
59,2,1,9.468837737428846
60,1,4,17.71352542855887
61,1,3,14.033361071275202
62,1,2,11.265397432328934
63,2,2,12.413318057147382
64,1,3,15.131593140940682
65,1,2,10.686742748129436
66,1,3,13.30790869580347
67,1,4,18.82383125318784
68,1,6,24.33605882976073
69,1,4,18.5807655482702
70,1,4,17.55436289854191
71,2,1,8.761564402777587
72,1,5,21.358595614184075
73,1,2,10.759646358969514
74,1,4,17.873890709220912
75,1,1,7.370317309892121
76,1,3,14.968882731036425
77,1,1,7.326829450887056
78,1,3,13.064449543859709
79,1,3,13.936309592271716
80,2,3,16.39855431545387
81,0,0,4.849266134466461
82,1,3,13.522754550531982
83,1,1,6.176192464297678
84,2,3,16.413642395907427
85,1,2,10.693114987470587
86,1,2,10.86648763935802
87,0,0,5.586787545407221
88,1,4,18.992838543318324
89,1,2,10.300743075451026
90,1,3,13.464834603125619
91,1,3,14.446002796961473
92,1,3,14.171976287855134
93,1,4,18.466214625045957
94,0,0,5.267536675170049
95,2,4,19.23748428606828
96,1,7,27.123669816400927
97,2,1,9.325334898934942
98,1,4,17.742554677054365
99,1,1,6.4944067924411275
100,1,3,14.789406165483548
101,1,5,20.685477886726325
102,1,5,20.743775833221484
103,1,3,14.891504698575481
104,1,4,18.7760979988752
105,1,1,7.721570974294703
106,1,5,20.95073706795982
107,1,3,14.770687285138537
108,2,4,19.030900521464126
109,1,2,10.988175433841068
110,1,2,11.687168432014365
111,1,2,11.541607251804447
112,2,2,12.511454438223394
113,1,1,7.5874832588072305
114,1,5,20.523671247464755
115,1,3,15.46460471595665
116,2,5,23.48590474160259
117,1,4,18.291682079384444
118,2,3,16.49983589825179
119,2,3,15.503269409870144
120,1,3,15.387640602752967
121,1,3,14.111277239733482
122,2,2,12.5310725454034
123,2,3,15.599465972223962
124,1,6,25.153109498802824
125,1,4,18.087912167536842
126,1,1,6.250557523883902
127,1,2,10.269017070363772
128,1,1,7.655257149254511
129,1,4,18.310999299714265
130,1,3,13.167339054940092
131,1,3,15.00053205055037
132,2,4,19.084618430815606
133,2,3,15.912579000965742
134,1,4,17.801293797286508
135,1,5,20.215250538279875
136,1,3,14.31566418870798
137,2,6,26.915635153236668
138,1,4,17.07944895777799
139,1,2,10.998483069467758
140,2,2,12.994329016910918
141,1,4,17.362466643049693
142,1,3,15.335142300158902
143,1,3,14.788536599520512
144,1,8,31.326332978704098
145,1,3,13.894102496559828
146,1,2,11.898761064621945
147,2,2,12.922393409420941
148,1,3,13.286089206064439
149,1,4,17.13413075110425
150,1,3,13.030989247290941
151,1,2,10.917832956521615
152,1,1,7.563212785820774
153,1,2,10.032833699391254
154,1,3,15.07575625023423
